Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
ZNF239	"HOK-2, MOK2"	ENSG00000196793	"Zinc finger protein 239"	Q16600	10	43556344-43574618	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enriched"	"Detected in many"	4	"Early spermatids: 63.2"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	10	"B-cells: 2.8;T-cells: 6.4"	"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA030843, HPA046679"	Uncertain		Supported	"Nucleoplasm,Nuclear bodies"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 74: Spermatids - Flagellum assembly"	"Cluster 34: Non-specific - Mixed function"	"Cluster 4: Non-specific - Transcription"	"Cluster 18: Early spermatids - Unknown function"	8	"Nuclear bodies"	Nucleoplasm	"HPA030843: AB_2673632, HPA046679: AB_10960498"	"unprognostic (2.66e-1)"	"unprognostic (7.95e-3)"	"unprognostic (1.04e-1)"	"unprognostic (2.94e-2)"	"unprognostic (9.21e-2)"	"unprognostic (3.58e-2)"	"unprognostic (1.95e-2)"	"unprognostic (8.49e-3)"			"unprognostic (2.91e-1)"	"unprognostic (6.17e-2)"	"unprognostic (6.85e-4)"		"unprognostic (3.79e-3)"	"unprognostic (9.47e-2)"	"unprognostic (3.10e-3)"	"unprognostic (6.24e-2)"	"unprognostic (1.65e-1)"	"unprognostic (4.14e-2)"	"unprognostic (1.79e-1)"	"unprognostic (1.42e-1)"	"unprognostic (2.21e-2)"	"unprognostic (3.72e-2)"	"unprognostic (7.73e-2)"	"unprognostic (1.87e-1)"	"unprognostic (2.96e-1)"	"unprognostic (1.44e-1)"	"unprognostic (3.86e-1)"	"unprognostic (1.69e-1)"	"unprognostic (2.39e-1)"
ZNF24	"KOX17, Zfp191, ZNF191, ZSCAN3"	ENSG00000172466	"Zinc finger protein 24"	P17028	18	35332227-35345482	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Repressor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA024062, CAB025642"	Supported		Supported	Nucleoplasm			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 40: Non-specific - Transcription"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 13: Non-specific - Mixed function"	"Cluster 55: Non-specific - Transcription"	72	Nucleoplasm		"CAB025642: , HPA024062: AB_1859150"	"unprognostic (1.06e-2)"	"unprognostic (7.23e-2)"	"unprognostic (3.67e-1)"	"unprognostic (3.37e-2)"	"unprognostic (3.97e-2)"	"unprognostic (2.35e-1)"	"unprognostic (6.65e-2)"	"unprognostic (6.25e-3)"	"unprognostic (1.46e-2)"	"unprognostic (5.15e-3)"	"unprognostic (2.46e-6)"	"unprognostic (2.29e-4)"	"unprognostic (1.37e-2)"	"unprognostic (5.21e-2)"	"unprognostic (2.51e-1)"	"unprognostic (2.51e-2)"	"unprognostic (2.06e-2)"	"unprognostic (1.18e-1)"	"unprognostic (1.08e-2)"	"unprognostic (3.14e-1)"	"unprognostic (1.73e-1)"	"unprognostic (2.88e-1)"	"unprognostic (2.55e-2)"	"unprognostic (3.73e-2)"	"unprognostic (9.78e-2)"	"unprognostic (6.12e-2)"	"unprognostic (8.67e-2)"	"unprognostic (1.81e-1)"	"unprognostic (1.87e-2)"	"unprognostic (1.29e-1)"	"unprognostic (2.85e-1)"
ZNF248	bA162G10.3	ENSG00000198105	"Zinc finger protein 248"	Q8NDW4	10	37776526-37858106	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 104.3;Excitatory neurons: 140.1;Inhibitory neurons: 129.5;Oligodendrocyte precursor cells: 95.3;Oligodendrocytes: 99.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA018237, HPA018287, HPA018455"	Uncertain		Approved	Nucleoplasm			NA	NA			"Cluster 24: Non-specific - Transcription"	"Cluster 64: Neuronal - Transcription"	"Cluster 16: Non-specific - Transcription"	"Cluster 52: Non-specific - Mitochondria"	"Cluster 8: Neurons - Neuronal signaling"		Nucleoplasm		"HPA018237: AB_2669815, HPA018287: AB_2669829, HPA018455: AB_2669869"	"unprognostic (8.32e-3)"	"unprognostic (1.19e-2)"	"unprognostic (7.60e-2)"	"unprognostic (2.80e-1)"	"unprognostic (4.16e-5)"	"unprognostic (1.27e-1)"	"unprognostic (7.84e-3)"	"unprognostic (1.45e-5)"	"unprognostic (4.41e-2)"	"unprognostic (3.33e-2)"	"unprognostic (4.17e-2)"	"unprognostic (2.07e-2)"	"unprognostic (1.08e-1)"	"unprognostic (1.70e-4)"	"unprognostic (2.96e-1)"	"unprognostic (6.15e-4)"	"unprognostic (3.71e-1)"	"unprognostic (4.32e-1)"	"unprognostic (3.29e-1)"	"unprognostic (1.04e-1)"	"unprognostic (2.22e-1)"	"unprognostic (4.32e-3)"	"unprognostic (3.13e-2)"	"unprognostic (2.86e-1)"	"unprognostic (2.57e-3)"	"unprognostic (1.34e-1)"	"unprognostic (1.05e-2)"	"unprognostic (2.18e-1)"	"unprognostic (4.28e-1)"	"unprognostic (2.81e-2)"	"unprognostic (1.59e-1)"
ZNF25	"FLJ31890, KOX19, Zfp9"	ENSG00000175395	"Zinc finger protein 25"	P17030	10	37949573-37976647	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 45.1;Inhibitory neurons: 42.7;Late spermatids: 44.5;Oligodendrocyte precursor cells: 35.8;Oligodendrocytes: 34.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA030190	Uncertain		Approved	"Nucleoplasm,Golgi apparatus"			No	No			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 79: Non-specific - Transcription"	"Cluster 1: Neurons - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 11: Late spermatids - Unknown function"		"Nucleoplasm, Golgi apparatus"		"HPA030190: AB_10602687"	"unprognostic (9.17e-3)"	"unprognostic (5.88e-2)"	"unprognostic (4.15e-2)"	"unprognostic (4.83e-2)"	"unprognostic (2.09e-2)"	"unprognostic (2.70e-1)"	"unprognostic (1.44e-1)"	"unprognostic (7.21e-4)"	"unprognostic (4.44e-2)"	"unprognostic (1.08e-1)"	"unprognostic (1.39e-5)"	"unprognostic (1.68e-2)"	"unprognostic (2.65e-1)"	"unprognostic (2.01e-2)"	"unprognostic (1.58e-1)"	"unprognostic (3.10e-3)"	"unprognostic (8.20e-2)"	"unprognostic (2.02e-1)"	"unprognostic (5.81e-2)"	"unprognostic (2.05e-1)"	"unprognostic (3.29e-2)"	"unprognostic (2.68e-3)"	"unprognostic (3.06e-1)"	"unprognostic (1.94e-1)"	"unprognostic (1.80e-2)"	"unprognostic (2.65e-1)"	"unprognostic (2.73e-2)"	"unprognostic (9.88e-3)"	"unprognostic (1.26e-1)"	"unprognostic (2.27e-4)"	"unprognostic (2.32e-1)"
ZNF250	"MGC9718, ZFP647, ZNF647"	ENSG00000196150	"Zinc finger protein 250"	P15622	8	144876497-144902168	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA020853	Uncertain		Approved	"Nuclear speckles,Cytosol"			NA	NA			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 64: Neuronal - Transcription"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 40: Non-specific - Unknown function"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	5	"Nuclear speckles"	Cytosol	"HPA020853: AB_1859152"	"unprognostic (3.32e-2)"	"unprognostic (7.74e-3)"	"unprognostic (2.84e-1)"	"unprognostic (1.86e-1)"	"unprognostic (5.51e-2)"	"unprognostic (5.40e-4)"	"unprognostic (6.61e-2)"	"unprognostic (7.50e-5)"	"unprognostic (1.51e-2)"	"unprognostic (8.89e-2)"	"unprognostic (1.19e-4)"	"unprognostic (4.12e-4)"	"unprognostic (2.74e-2)"	"unprognostic (3.80e-3)"	"unprognostic (2.82e-2)"	"unprognostic (2.97e-1)"	"unprognostic (7.24e-3)"	"unprognostic (1.03e-1)"	"unprognostic (5.09e-2)"	"unprognostic (2.65e-1)"	"unprognostic (2.55e-1)"	"unprognostic (1.93e-1)"	"unprognostic (1.46e-1)"	"unprognostic (1.17e-1)"	"unprognostic (3.01e-2)"	"unprognostic (2.77e-1)"	"unprognostic (3.90e-1)"	"unprognostic (1.13e-1)"	"unprognostic (1.15e-1)"	"unprognostic (8.10e-3)"	"unprognostic (2.28e-1)"
ZNF251		ENSG00000198169	"Zinc finger protein 251"	Q9BRH9	8	144720907-144756417	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 47.4;Inhibitory neurons: 48.1;Oligodendrocyte precursor cells: 35.4;Oligodendrocytes: 37.9"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA018290	Approved		Approved	Nucleoplasm			NA	NA			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 64: Neuronal - Transcription"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 40: Non-specific - Unknown function"	"Cluster 69: Neurons - Neuronal signaling"	3	Nucleoplasm		"HPA018290: AB_1859153"	"unprognostic (2.80e-5)"	"unprognostic (6.71e-3)"	"unprognostic (1.00e-1)"	"unprognostic (1.06e-1)"	"unprognostic (3.49e-1)"	"unprognostic (1.16e-1)"	"unprognostic (8.83e-2)"	"unprognostic (2.52e-3)"	"unprognostic (1.85e-1)"	"unprognostic (7.80e-2)"	"unprognostic (2.03e-2)"	"unprognostic (1.41e-1)"	"unprognostic (3.49e-1)"	"unprognostic (2.01e-3)"	"unprognostic (1.46e-1)"	"unprognostic (1.78e-1)"	"unprognostic (1.74e-1)"	"unprognostic (1.95e-2)"	"unprognostic (1.66e-1)"	"unprognostic (2.55e-1)"	"unprognostic (4.13e-1)"	"unprognostic (2.26e-1)"	"unprognostic (2.88e-3)"	"unprognostic (4.36e-1)"	"unprognostic (1.11e-1)"	"unprognostic (2.46e-2)"	"unprognostic (2.13e-1)"	"unprognostic (1.46e-1)"	"unprognostic (7.99e-2)"	"unprognostic (2.26e-2)"	"unprognostic (1.17e-1)"
ZNF253	"BMZF-1, FLJ90391, ZNF411"	ENSG00000256771	"Zinc finger protein 253"	O75346	19	19865882-19894674	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Repressor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Oligodendrocytes: 31.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"																			NA	NA			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 16: Non-specific - Transcription"	"Cluster 16: Non-specific - Transcription"	"Cluster 4: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	1				"unprognostic (1.92e-3)"	"unprognostic (1.32e-1)"	"unprognostic (2.57e-1)"	"unprognostic (3.73e-1)"	"unprognostic (2.19e-1)"	"unprognostic (2.48e-2)"	"unprognostic (5.87e-2)"	"unprognostic (3.38e-2)"	"unprognostic (2.17e-2)"	"unprognostic (9.18e-3)"	"unprognostic (6.05e-6)"	"unprognostic (9.01e-3)"	"unprognostic (2.26e-1)"	"unprognostic (1.71e-2)"	"unprognostic (3.70e-2)"	"unprognostic (2.10e-4)"	"unprognostic (1.31e-1)"	"unprognostic (1.41e-1)"	"unprognostic (3.98e-2)"	"unprognostic (1.60e-1)"	"unprognostic (3.41e-1)"	"unprognostic (1.91e-2)"	"unprognostic (9.56e-3)"	"unprognostic (1.10e-1)"	"unprognostic (1.52e-3)"	"unprognostic (1.13e-1)"	"unprognostic (1.58e-3)"	"unprognostic (8.68e-2)"	"unprognostic (3.03e-1)"	"unprognostic (1.64e-2)"	"unprognostic (4.23e-1)"
ZNF254	"BMZF-5, HD-ZNF1, ZNF539, ZNF91L"	ENSG00000213096	"Zinc finger protein 254"	O75437	19	24033405-24129968	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Astrocytes: 108.1;Excitatory neurons: 75.9;Inhibitory neurons: 81.5;Oligodendrocyte precursor cells: 120.7;Oligodendrocytes: 100.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"																			NA	NA			"Cluster 32: Basophils - Transcription"	"Cluster 16: Non-specific - Transcription"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 4: Non-specific - Transcription"	"Cluster 76: Oligodendrocyte precursor - Unknown function"					"unprognostic (5.88e-4)"	"unprognostic (1.63e-2)"	"unprognostic (5.63e-1)"	"unprognostic (1.01e-1)"	"unprognostic (1.61e-1)"	"unprognostic (1.28e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.61e-1)"	"unprognostic (3.48e-1)"	"unprognostic (4.23e-2)"	"unprognostic (1.39e-3)"	"unprognostic (3.41e-2)"	"unprognostic (1.28e-3)"	"unprognostic (1.19e-1)"	"unprognostic (3.72e-1)"	"unprognostic (8.59e-4)"	"unprognostic (1.80e-1)"	"unprognostic (4.85e-2)"	"unprognostic (3.24e-1)"	"unprognostic (2.18e-1)"	"unprognostic (1.16e-4)"	"unprognostic (6.55e-3)"	"unprognostic (1.18e-1)"	"unprognostic (1.95e-2)"	"unprognostic (6.77e-3)"	"unprognostic (2.66e-1)"	"unprognostic (3.32e-3)"	"unprognostic (5.39e-2)"	"unprognostic (1.16e-1)"	"unprognostic (1.34e-1)"	"unprognostic (4.25e-1)"
ZNF256	BMZF-3	ENSG00000152454	"Zinc finger protein 256"	Q9Y2P7	19	57940833-57947706	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Repressor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enriched"	"Detected in many"	4	"Oocytes: 36.8"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in all"		"Testicular Germ Cell Tumor (TCGA): 15.1"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"												HPA055390	Uncertain		Supported	Nucleoplasm			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 40: Non-specific - Transcription"	"Cluster 35: Non-specific - DNA binding"	"Cluster 4: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	1	Nucleoplasm		"HPA055390: AB_2682803"	"unprognostic (4.34e-2)"	"unprognostic (3.24e-2)"	"unprognostic (3.56e-2)"	"unprognostic (3.65e-4)"	"unprognostic (5.67e-2)"	"unprognostic (2.28e-1)"	"unprognostic (3.39e-2)"	"unprognostic (8.53e-2)"	"unprognostic (2.07e-1)"	"unprognostic (3.47e-2)"	"unprognostic (4.42e-4)"	"unprognostic (1.22e-4)"	"unprognostic (3.42e-3)"	"unprognostic (2.30e-1)"	"unprognostic (4.14e-2)"	"unprognostic (1.15e-1)"	"unprognostic (1.30e-2)"	"unprognostic (1.01e-1)"	"unprognostic (1.96e-2)"	"unprognostic (1.21e-1)"	"unprognostic (2.81e-2)"	"unprognostic (3.41e-3)"	"unprognostic (9.59e-2)"	"unprognostic (8.33e-3)"	"unprognostic (1.91e-1)"	"unprognostic (2.14e-1)"	"unprognostic (5.14e-4)"	"unprognostic (4.27e-3)"	"unprognostic (2.74e-1)"	"unprognostic (1.87e-1)"	"unprognostic (9.09e-2)"
ZNF257	BMZF-4	ENSG00000197134	"Zinc finger protein 257"	Q9Y2Q1	19	22052430-22091480	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Distal tubular cells: 12.3;Spermatocytes: 19.1;Spermatogonia: 9.7"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in some"		"Testicular Germ Cell Tumor (TCGA): 4.0"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Testis - Spermatocytes"																NA	NA			"Cluster 32: Basophils - Transcription"	"Cluster 40: Non-specific - Transcription"	"Cluster 30: White matter - Myelination"	"Cluster 4: Non-specific - Transcription"	"Cluster 79: Spermatocytes & Spermatogonia - Spermatogenesis"						"unprognostic (8.42e-2)"	"unprognostic (1.88e-1)"							"unprognostic (1.30e-1)"		"unprognostic (2.25e-3)"					"unprognostic (1.07e-1)"			"unprognostic (1.57e-1)"	"unprognostic (5.23e-3)"								"unprognostic (2.96e-1)"		
ZNF26	"FLJ20755, KOX20"	ENSG00000198393	"Zinc finger protein 26"	P17031	12	132986365-133032952	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in some"			"Low cell type specificity"	"Detected in many"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"								"Low region specificity"	"Detected in all"			"HPA018329, HPA042406"	Uncertain		Approved	"Nuclear bodies,Mitochondria"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 40: Non-specific - Transcription"	"Cluster 48: Non-specific - Mixed function"	"Cluster 38: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	4	Mitochondria	"Nuclear bodies"	"HPA018329: AB_1859157, HPA042406: AB_2677982"	"unprognostic (1.03e-2)"	"unprognostic (4.68e-2)"	"unprognostic (1.53e-1)"	"unprognostic (6.55e-3)"	"unprognostic (1.27e-2)"	"unprognostic (6.61e-2)"	"unprognostic (2.86e-1)"	"unprognostic (1.29e-1)"		"unprognostic (1.87e-2)"	"unprognostic (1.49e-3)"	"unprognostic (1.12e-3)"	"unprognostic (1.52e-1)"		"unprognostic (1.04e-1)"	"unprognostic (9.64e-2)"		"unprognostic (1.93e-1)"		"unprognostic (2.49e-1)"	"unprognostic (4.90e-2)"		"unprognostic (2.32e-1)"			"unprognostic (6.85e-3)"	"unprognostic (5.11e-2)"	"unprognostic (5.27e-2)"	"unprognostic (1.59e-1)"		"unprognostic (1.40e-1)"
ZNF260	"ozrf1, Zfp260"	ENSG00000254004	"Zinc finger protein 260"	Q3ZCT1	19	36510687-36528271	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA028806	Approved		Supported	Nucleoplasm,Cytosol			NA	NA			"Cluster 24: Non-specific - Transcription"	"Cluster 16: Non-specific - Transcription"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 4: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	3	"Nucleoplasm, Cytosol"		"HPA028806: AB_10795285"	"unprognostic (6.01e-3)"	"unprognostic (3.58e-2)"	"unprognostic (6.17e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.59e-1)"	"unprognostic (3.39e-1)"	"unprognostic (3.12e-2)"	"unprognostic (4.09e-2)"	"unprognostic (4.45e-3)"	"unprognostic (7.38e-3)"	"unprognostic (1.01e-5)"	"unprognostic (4.40e-3)"	"unprognostic (5.55e-2)"	"unprognostic (1.76e-2)"	"unprognostic (2.34e-1)"	"unprognostic (2.70e-2)"	"unprognostic (3.47e-1)"	"unprognostic (4.16e-2)"	"unprognostic (1.13e-1)"	"unprognostic (2.33e-2)"	"unprognostic (6.17e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.44e-1)"	"unprognostic (3.42e-2)"	"unprognostic (1.69e-3)"	"unprognostic (1.46e-1)"	"unprognostic (2.42e-2)"	"unprognostic (7.04e-2)"	"unprognostic (1.42e-1)"	"unprognostic (4.46e-2)"	"unprognostic (4.23e-2)"
