Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
SATB2	"FLJ21474, KIAA1034"	ENSG00000119042	"SATB homeobox 2"	Q9UPW6	2	199269505-199471266	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Chromatin regulator, Developmental protein, DNA-binding, Repressor"	"Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"brain: 14.0;intestine: 31.7"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 126.1;Enteroendocrine cells: 75.4;Excitatory neurons: 351.6;Intestinal goblet cells: 65.0;Paneth cells: 67.9;Undifferentiated cells: 58.2"	"Group enriched"	"Detected in many"	4	"choroid plexus epithelial cell: 419.4;deep-layer corticothalamic and 6b: 493.3;deep-layer intratelencephalic: 540.6;deep-layer near-projecting: 363.5;ependymal cell: 195.2;hippocampal CA1-3: 296.1;miscellaneous: 439.0;upper-layer intratelencephalic: 516.6"	"Cancer enhanced"	"Detected in many"		"Colon Adenocarcinoma (TCGA): 25.3;Rectum Adenocarcinoma (TCGA): 27.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Colon - Colon enterocytes, Testis - Spermatocytes, Testis - Spermatogonia"	"Region enhanced"	"Detected in many"		"cerebral cortex: 29.2"	"Group enriched"	"Detected in all"	5	"cerebral cortex: 64.0;hippocampal formation: 51.0"	"HPA001042, CAB023669, HPA029543, CAB062562, CAB067751, CAB068229, CAB068230, CAB068231"	Enhanced		Supported	Nucleoplasm			NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 53: Neurons - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 34: Neurons - Neuronal signaling"	20	Nucleoplasm		"CAB023669: AB_1129287, CAB062562: AB_2665615, CAB067751: AB_2665629, CAB068229: AB_2665628, CAB068230: AB_2665630, CAB068231: AB_2665631, HPA001042: AB_10601711, HPA029543: AB_10959737"	"unprognostic (7.26e-3)"	"unprognostic (3.19e-2)"	"unprognostic (2.08e-2)"	"unprognostic (5.09e-2)"	"unprognostic (1.75e-1)"	"unprognostic (1.73e-3)"	"unprognostic (7.99e-2)"	"unprognostic (1.10e-1)"	"unprognostic (9.70e-3)"		"unprognostic (4.48e-8)"	"unprognostic (1.11e-3)"	"unprognostic (1.13e-3)"	"unprognostic (1.30e-1)"	"unprognostic (2.52e-2)"	"unprognostic (6.84e-5)"	"unprognostic (3.55e-2)"	"unprognostic (1.41e-1)"	"unprognostic (6.63e-2)"			"unprognostic (5.65e-2)"	"unprognostic (1.23e-1)"	"unprognostic (1.58e-1)"	"unprognostic (8.43e-2)"	"unprognostic (1.62e-1)"	"unprognostic (2.67e-2)"	"unprognostic (1.30e-1)"			"unprognostic (1.79e-1)"
SBK1	Sbk	ENSG00000188322	"SH3 domain binding kinase 1"	Q52WX2	16	28259246-28323849	"Enzymes, Predicted membrane proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 41.9;skeletal muscle: 42.4"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 27.2;Excitatory neurons: 36.9;Horizontal cells: 29.0;NK-cells: 25.4;Skeletal myocytes: 22.4"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"gdT-cell: 1.5"	"Low lineage specificity"	"Detected in single"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 32.1"	"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Thyroid gland - Thyroid glandular cells"	"Region enriched"	"Detected in all"	5	"cerebellum: 275.9"	"Low region specificity"	"Detected in all"										NA	NA			"Cluster 1: T-cells - Unknown function"	"Cluster 79: Non-specific - Transcription"	"Cluster 15: Non-specific - Transcription"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"					"unprognostic (2.11e-2)"	"unprognostic (1.18e-1)"	"unprognostic (2.39e-1)"	"unprognostic (1.23e-2)"	"unprognostic (2.26e-1)"	"unprognostic (1.10e-2)"	"unprognostic (7.49e-2)"	"unprognostic (7.78e-5)"	"unprognostic (3.81e-2)"	"unprognostic (2.62e-1)"			"unprognostic (1.67e-3)"			"unprognostic (1.06e-2)"	"unprognostic (8.49e-2)"	"unprognostic (7.77e-2)"	"unprognostic (4.45e-3)"	"unprognostic (3.78e-2)"	"unprognostic (2.86e-1)"	"unprognostic (8.71e-3)"		"unprognostic (1.46e-1)"	"unprognostic (3.05e-1)"	"unprognostic (2.46e-2)"	"unprognostic (3.40e-1)"	"unprognostic (7.92e-2)"	"unprognostic (1.70e-1)"	"unprognostic (3.13e-2)"	"unprognostic (5.30e-2)"
SCAI	"C9orf126, FLJ36664, NET40"	ENSG00000173611	"Suppressor of cancer cell invasion"	Q8N9R8	9	124942608-125143528	"Predicted intracellular proteins"	"Transcription, Transcription regulation"	"Repressor, Signal transduction inhibitor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 10.9"	"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 316.5;Inhibitory neurons: 164.0;Rod photoreceptor cells: 138.3"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA020632	Approved		Supported	"Nucleoplasm,Nuclear membrane"			NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 16: Non-specific - Transcription"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 34: Neurons - Neuronal signaling"	11	"Nucleoplasm, Nuclear membrane"		"HPA020632: AB_1845804"	"unprognostic (5.80e-2)"	"unprognostic (1.61e-1)"	"unprognostic (3.27e-1)"	"unprognostic (5.90e-2)"	"unprognostic (8.09e-2)"	"unprognostic (4.52e-2)"	"unprognostic (1.31e-1)"	"unprognostic (1.88e-3)"	"unprognostic (1.94e-3)"	"unprognostic (7.54e-2)"	"unprognostic (2.30e-3)"	"unprognostic (3.86e-4)"	"unprognostic (3.64e-2)"			"unprognostic (2.73e-3)"	"unprognostic (3.76e-1)"	"unprognostic (1.70e-1)"	"unprognostic (1.22e-4)"	"unprognostic (3.17e-1)"	"unprognostic (1.72e-1)"	"unprognostic (1.24e-1)"	"unprognostic (2.53e-1)"	"unprognostic (1.80e-1)"	"unprognostic (3.50e-5)"	"unprognostic (1.30e-1)"		"unprognostic (6.58e-2)"	"unprognostic (1.71e-1)"	"unprognostic (8.48e-2)"	"unprognostic (5.10e-2)"
SCN3A	Nav1.3	ENSG00000153253	"Sodium voltage-gated channel alpha subunit 3"	Q9NY46	2	165087526-165204050	"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Sodium transport, Transport"	"Ion channel, Sodium channel, Voltage-gated channel"	"Disease variant, Epilepsy, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 8.9;lymphoid tissue: 3.9"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 103.5;Excitatory neurons: 219.5;Inhibitory neurons: 161.8;Oligodendrocyte precursor cells: 336.3"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in single"		"Glioblastoma Multiforme (TCGA): 2.5"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	30	"memory B-cell: 13.3;naive B-cell: 15.4"	"Lineage enriched"	"Detected in single"	32	"B-cells: 15.4"	"Cancer enhanced"	"Detected in many"		"lung cancer: 9.7"	"Pituitary gland - Lactotropes, Spleen - B-cells (Spleen), Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA035396	Uncertain						NA	NA			"Cluster 34: B-cells - Unknown function"	"Cluster 61: Brain - Neuronal signaling"	"Cluster 1: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"	1			"HPA035396: AB_2674607"			"unprognostic (8.22e-3)"				"unprognostic (1.28e-1)"	"unprognostic (4.18e-4)"									"unprognostic (1.83e-2)"									"unprognostic (2.56e-1)"					
SDK2	"FLJ10832, KIAA1514"	ENSG00000069188	"Sidekick cell adhesion molecule 2"	Q58EX2	17	73334384-73644445	"Predicted membrane proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"cervix: 5.3;testis: 9.4"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 16.0;Excitatory neurons: 18.2;Extravillous trophoblasts: 18.7;Late spermatids: 16.9;Oocytes: 16.2;Syncytiotrophoblasts: 14.9"	"Cell type enhanced"	"Detected in all"		"deep-layer corticothalamic and 6b: 217.6"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 5.7;testis cancer: 6.6"	"Colon - Enteric glia cells, Liver - Hepatic stellate cells, Testis - Early spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"										NA	NA		5000000	"Cluster 30: Non-specific - DNA binding"	"Cluster 74: Spermatids - Flagellum assembly"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 34: Neurons - Neuronal signaling"	1					"unprognostic (7.34e-3)"	"unprognostic (7.39e-2)"	"unprognostic (8.00e-3)"		"unprognostic (2.22e-1)"	"unprognostic (3.32e-2)"		"unprognostic (1.84e-1)"	"unprognostic (3.68e-4)"						"unprognostic (2.09e-1)"		"unprognostic (7.24e-2)"	"unprognostic (3.38e-1)"	"unprognostic (2.02e-1)"				"unprognostic (1.31e-1)"		"unprognostic (1.21e-1)"	"unprognostic (1.00e-1)"	"unprognostic (5.57e-3)"	"unprognostic (4.96e-2)"		"unprognostic (1.08e-1)"
SEC16B	"LZTR2, PGPR-p117, RGPR, Sec16S"	ENSG00000120341	"SEC16 homolog B, endoplasmic reticulum export factor"	Q96JE7	1	177923956-177984303	"Predicted intracellular proteins"	"ER-Golgi transport, Peroxisome biogenesis, Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 28.6;liver: 40.0"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 15.3;Hepatocytes: 8.7;Inhibitory neurons: 4.6;Late spermatids: 16.0"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Liver Hepatocellular Carcinoma (TCGA): 14.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"				"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA054292, HPA072913"	Enhanced		Approved	"Endoplasmic reticulum,Plasma membrane,Actin filaments"			NA	NA				"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 53: Neurons - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 34: Neurons - Neuronal signaling"	3	"Endoplasmic reticulum, Plasma membrane"	"Actin filaments"	"HPA054292: AB_2682439, HPA072913: AB_2732213"	"unprognostic (7.02e-2)"	"unprognostic (7.57e-2)"	"unprognostic (2.82e-2)"	"unprognostic (1.35e-1)"	"unprognostic (2.37e-1)"	"unprognostic (7.24e-2)"	"unprognostic (1.09e-1)"		"unprognostic (5.04e-2)"		"unprognostic (3.10e-3)"	"unprognostic (1.16e-2)"	"unprognostic (6.88e-3)"	"unprognostic (8.65e-2)"	"unprognostic (3.72e-4)"	"unprognostic (5.75e-3)"	"unprognostic (1.90e-1)"	"unprognostic (1.71e-2)"	"unprognostic (2.14e-2)"	"unprognostic (7.85e-2)"	"unprognostic (8.41e-2)"	"unprognostic (5.93e-2)"	"unprognostic (4.05e-1)"		"unprognostic (8.93e-2)"	"unprognostic (7.40e-4)"	"unprognostic (7.22e-2)"	"unprognostic (4.90e-3)"	"unprognostic (3.58e-1)"	"unprognostic (1.75e-1)"	"unprognostic (8.81e-4)"
SEMA3A	"coll-1, Hsema-I, SEMA1, SEMAD, SemD"	ENSG00000075213	"Semaphorin 3A"	Q14563	7	83955777-84492724	"Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins"	"Differentiation, Neurogenesis"	"Developmental protein"	"Disease variant, Hypogonadotropic hypogonadism, Kallmann syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"retina: 21.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 55.4;Excitatory neurons: 86.7;Lymphatic endothelial cells: 78.7;Rod photoreceptor cells: 65.0"	"Cell type enhanced"	"Detected in all"		"eccentric medium spiny neuron: 239.1;lower rhombic lip: 307.1"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	5	"non-classical monocyte: 1.5"	"Lineage enriched"	"Detected in single"	16	"monocytes: 1.5"	"Low cancer specificity"	"Detected in many"			"Pituitary gland - Thyrotropes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA029447, HPA052235"	Approved		Approved	Vesicles	"Secreted in other tissues"	"Developmental protein"	NA	NA		1600000	"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 39: Retina & Testis - Cilium"	"Cluster 9: Non-specific - Receptor signaling"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"		Vesicles		"HPA029447: AB_10602302, HPA052235: AB_2681770"	"unprognostic (1.19e-1)"		"unprognostic (1.70e-1)"	"unprognostic (2.29e-4)"	"unprognostic (3.32e-1)"	"unprognostic (2.06e-2)"	"unprognostic (7.76e-2)"	"unprognostic (1.83e-1)"	"unprognostic (1.57e-2)"							"unprognostic (4.27e-3)"	"unprognostic (4.70e-3)"	"unprognostic (5.24e-2)"	"unprognostic (1.06e-2)"	"unprognostic (3.76e-1)"	"unprognostic (2.62e-1)"	"unprognostic (1.54e-2)"	"unprognostic (7.67e-3)"		"unprognostic (2.87e-1)"	"unprognostic (1.30e-2)"	"unprognostic (2.41e-1)"	"unprognostic (8.74e-2)"	"unprognostic (1.45e-1)"		"unprognostic (4.21e-2)"
SEMA3E	"coll-5, KIAA0331, M-SemaK, SEMAH"	ENSG00000170381	"Semaphorin 3E"	O15041	7	83363238-83649139	"Human disease related genes, Predicted secreted proteins"	"Angiogenesis, Differentiation, Neurogenesis"	"Developmental protein"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 49.8;Bipolar cells: 89.8;Excitatory neurons: 81.5;Mucus glandular cells: 70.2;Oligodendrocyte precursor cells: 234.9"	"Cell type enhanced"	"Detected in all"		"deep-layer corticothalamic and 6b: 510.1;deep-layer near-projecting: 506.8;oligodendrocyte precursor cell: 469.9"	"Cancer enhanced"	"Detected in many"		"Uterine Corpus Endometrial Carcinoma (TCGA): 5.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"thyroid cancer: 13.9"	"Liver - Cholangiocyte, Lung - Alveolar cells type 1"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA029419, HPA063804"	Uncertain		Approved	Nucleoplasm,Vesicles	"Secreted in other tissues"	"Developmental protein"	NA	NA				"Cluster 64: Neuronal - Transcription"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"	1	Vesicles	Nucleoplasm	"HPA029419: AB_10602090, HPA063804: AB_2685127"		"unprognostic (7.52e-2)"	"unprognostic (5.60e-2)"				"unprognostic (2.71e-1)"	"unprognostic (2.92e-3)"								"unprognostic (2.99e-2)"	"unprognostic (1.34e-1)"			"unprognostic (6.89e-2)"	"unprognostic (1.27e-2)"	"unprognostic (1.28e-1)"	"unprognostic (5.48e-3)"	"unprognostic (1.63e-1)"				"unprognostic (1.20e-3)"	"unprognostic (1.59e-1)"	"unprognostic (7.20e-3)"	"unprognostic (4.95e-2)"
SEMA4F	"SEMAM, SEMAW"	ENSG00000135622	"Ssemaphorin 4F"	O95754	2	74654228-74683853	"Predicted intracellular proteins, Predicted membrane proteins"	"Differentiation, Neurogenesis"	"Developmental protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 43.0;Inhibitory neurons: 21.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA064095	Approved						NA	NA			"Cluster 45: Eosinophils - Unknown function"	"Cluster 64: Neuronal - Transcription"	"Cluster 51: Neurons - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"				"HPA064095: AB_2732710"	"unprognostic (2.76e-1)"	"unprognostic (2.69e-2)"	"unprognostic (8.60e-3)"	"unprognostic (5.78e-3)"	"unprognostic (2.12e-1)"	"unprognostic (1.23e-2)"	"unprognostic (6.44e-3)"	"unprognostic (2.30e-2)"	"unprognostic (1.45e-2)"	"unprognostic (7.15e-5)"	"unprognostic (2.68e-4)"	"unprognostic (5.26e-2)"	"unprognostic (7.01e-2)"		"unprognostic (6.63e-2)"	"unprognostic (3.46e-1)"	"unprognostic (2.48e-1)"	"unprognostic (3.42e-2)"	"unprognostic (1.99e-1)"	"unprognostic (1.01e-1)"	"unprognostic (8.18e-3)"	"unprognostic (5.62e-2)"	"unprognostic (2.60e-2)"	"unprognostic (4.32e-1)"	"unprognostic (2.16e-1)"	"unprognostic (1.22e-1)"	"unprognostic (2.32e-2)"	"unprognostic (6.62e-3)"	"unprognostic (2.70e-1)"	"unprognostic (9.93e-2)"	"unprognostic (4.14e-3)"
SEMA5B	"FLJ10372, KIAA1445, SEMAG, SemG"	ENSG00000082684	"Semaphorin 5B"	Q9P283	3	122909082-123028605	"Predicted membrane proteins"	"Differentiation, Neurogenesis"	"Developmental protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 14.1"	"Group enriched"	"Detected in some"	4	"Excitatory neurons: 29.6;Oligodendrocyte precursor cells: 42.4"	"Cell type enhanced"	"Detected in many"		"committed oligodendrocyte precursor: 302.0;eccentric medium spiny neuron: 277.9"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 75.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 13.1;Kidney cancer: 23.3"	"Liver - Hepatic stellate cells, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA066548	Enhanced		Supported	Cytosol			NA	NA				"Cluster 30: Heart muscle - Heart development"	"Cluster 51: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 34: Neurons - Neuronal signaling"		Cytosol		"HPA066548: AB_2685689"	"unprognostic (2.88e-1)"	"unprognostic (8.11e-3)"	"unprognostic (1.90e-1)"	"unprognostic (1.96e-2)"		"unprognostic (2.44e-2)"	"unprognostic (5.69e-2)"	"unprognostic (2.58e-2)"		"unprognostic (2.42e-1)"	"unprognostic (3.17e-5)"	"unprognostic (1.47e-1)"	"unprognostic (1.35e-1)"	"unprognostic (3.45e-2)"	"unprognostic (1.28e-1)"	"unprognostic (9.11e-4)"	"unprognostic (7.56e-3)"	"unprognostic (2.72e-1)"	"unprognostic (1.02e-1)"	"unprognostic (1.05e-1)"	"unprognostic (8.85e-2)"	"unprognostic (7.27e-2)"				"unprognostic (1.81e-2)"		"unprognostic (2.35e-3)"	"unprognostic (1.30e-1)"	"unprognostic (3.10e-2)"	"unprognostic (1.24e-2)"
SEZ6L		ENSG00000100095	"Seizure related 6 homolog like"	Q9BYH1	22	26169462-26383597	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"brain: 48.0"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 214.4;Inhibitory neurons: 131.6;Oligodendrocyte precursor cells: 550.0"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in some"	4	"Glioblastoma Multiforme (TCGA): 21.4"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	6	"intermediate monocyte: 5.9;myeloid DC: 5.7;non-classical monocyte: 5.4"	"Group enriched"	"Detected in many"	58	"dendritic cells: 5.7;monocytes: 5.9"	"Group enriched"	"Detected in some"	5	"Bone cancer: 23.7;lung cancer: 8.1;Neuroblastoma: 23.5"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Heart muscle - Fibroblasts, Pancreas - Alpha cells, Pancreas - Beta cells, Skin - Outer root sheath cells, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA045135			Approved	Vesicles			NA	NA		5000000	"Cluster 40: Monocytes - Innate immune response"	"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 1: Neurons - Mixed function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"		Vesicles		"HPA045135: AB_2732518"		"unprognostic (6.56e-2)"	"unprognostic (1.76e-1)"				"unprognostic (3.59e-2)"	"unprognostic (3.06e-2)"		"unprognostic (1.30e-1)"												"unprognostic (1.58e-4)"							"unprognostic (2.43e-1)"		"unprognostic (1.76e-1)"
